年,品目大分類,品目分類,品目名(横),都道府県,品目名,農業団体(サンプル),未使用5,カウント
2017-01-01,2,7,その他の畜産物,京都府,その他の畜産物,農業団体B,0,7
2017-01-01,2,8,加工農産物,京都府,加工農産物,農業団体D,0,42
2017-01-01,1,1,米,大阪府,米,農業団体E,0,77
2017-01-01,1,1,雑穀,大阪府,雑穀,農業団体H,0,0
2017-01-01,1,3,豆類,大阪府,豆類,農業団体E,0,0
2017-01-01,1,2,いも類,大阪府,いも類,農業団体B,0,4
2017-01-01,1,4,野菜,大阪府,野菜,農業団体D,0,159
2017-01-01,1,4,果実,大阪府,果実,農業団体G,0,71
2017-01-01,1,6,花き,大阪府,花き,農業団体G,0,19
2017-01-01,1,5,工芸農作物,大阪府,工芸農作物,農業団体J,0,0
2017-01-01,2,7,肉用牛,大阪府,肉用牛,農業団体E,0,1
2017-01-01,2,7,生乳,大阪府,生乳,農業団体I,0,12
2017-01-01,2,7,生乳以外の乳用牛,大阪府,生乳以外の乳用牛,農業団体H,0,2
2017-01-01,2,7,豚,大阪府,豚,農業団体D,0,5
2017-01-01,2,7,鶏卵,大阪府,鶏卵,農業団体E,0,2
2017-01-01,2,8,加工農産物,大阪府,加工農産物,農業団体A,0,0
2017-01-01,1,1,米,兵庫県,米,農業団体A,0,476
2017-01-01,1,1,麦類,兵庫県,麦類,農業団体G,0,2
2017-01-01,1,1,雑穀,兵庫県,雑穀,農業団体H,0,0
2017-01-01,1,3,豆類,兵庫県,豆類,農業団体H,0,29
2017-01-01,1,2,いも類,兵庫県,いも類,農業団体J,0,7
2017-01-01,1,4,野菜,兵庫県,野菜,農業団体A,0,406
2017-01-01,1,4,果実,兵庫県,果実,農業団体B,0,37
2017-01-01,1,6,花き,兵庫県,花き,農業団体A,0,43
2017-01-01,1,5,工芸農作物,兵庫県,工芸農作物,農業団体J,0,1
2017-01-01,0,0,その他の作物,兵庫県,その他の作物,農業団体C,0,6
2017-01-01,2,7,肉用牛,兵庫県,肉用牛,農業団体E,0,177
2017-01-01,2,7,生乳,兵庫県,生乳,農業団体I,0,99
2017-01-01,2,7,生乳以外の乳用牛,兵庫県,生乳以外の乳用牛,農業団体J,0,23
2017-01-01,2,7,豚,兵庫県,豚,農業団体F,0,16
2017-01-01,2,7,鶏卵,兵庫県,鶏卵,農業団体D,0,205
2017-01-01,2,7,ブロイラー,兵庫県,ブロイラー,農業団体H,0,77
2017-01-01,2,7,その他の畜産物,兵庫県,その他の畜産物,農業団体J,0,30
2017-01-01,2,8,加工農産物,兵庫県,加工農産物,農業団体H,0,0
2017-01-01,1,1,米,奈良県,米,農業団体B,0,108
2017-01-01,1,1,麦類,奈良県,麦類,農業団体H,0,0
2017-01-01,1,1,雑穀,奈良県,雑穀,農業団体I,0,0
2017-01-01,1,3,豆類,奈良県,豆類,農業団体A,0,1
2017-01-01,1,2,いも類,奈良県,いも類,農業団体A,0,3
2017-01-01,1,4,野菜,奈良県,野菜,農業団体C,0,111
2017-01-01,1,4,果実,奈良県,果実,農業団体D,0,86
2017-01-01,1,6,花き,奈良県,花き,農業団体F,0,34
2017-01-01,1,5,工芸農作物,奈良県,工芸農作物,農業団体D,0,10
2017-01-01,0,0,その他の作物,奈良県,その他の作物,農業団体A,0,7
2017-01-01,2,7,肉用牛,奈良県,肉用牛,農業団体F,0,10
2017-01-01,2,7,生乳,奈良県,生乳,農業団体B,0,28
2017-01-01,2,7,生乳以外の乳用牛,奈良県,生乳以外の乳用牛,農業団体J,0,6
2017-01-01,2,7,豚,奈良県,豚,農業団体D,0,3
2017-01-01,2,7,鶏卵,奈良県,鶏卵,農業団体B,0,12
2017-01-01,2,8,加工農産物,奈良県,加工農産物,農業団体I,0,10
2017-01-01,1,1,米,和歌山県,米,農業団体F,0,77
2017-01-01,1,1,雑穀,和歌山県,雑穀,農業団体D,0,0
2017-01-01,1,3,豆類,和歌山県,豆類,農業団体I,0,0
2017-01-01,1,2,いも類,和歌山県,いも類,農業団体J,0,2
2017-01-01,1,4,野菜,和歌山県,野菜,農業団体A,0,171
2017-01-01,1,4,果実,和歌山県,果実,農業団体J,0,816
2017-01-01,1,6,花き,和歌山県,花き,農業団体H,0,69
2017-01-01,1,5,工芸農作物,和歌山県,工芸農作物,農業団体D,0,5
2017-01-01,2,7,肉用牛,和歌山県,肉用牛,農業団体G,0,8
2017-01-01,2,7,生乳,和歌山県,生乳,農業団体I,0,6
2017-01-01,2,7,生乳以外の乳用牛,和歌山県,生乳以外の乳用牛,農業団体A,0,1
2017-01-01,2,7,豚,和歌山県,豚,農業団体C,0,1
2017-01-01,2,7,鶏卵,和歌山県,鶏卵,農業団体J,0,15
2017-01-01,2,7,ブロイラー,和歌山県,ブロイラー,農業団体A,0,13
2017-01-01,2,7,その他の畜産物,和歌山県,その他の畜産物,農業団体A,0,7
2017-01-01,2,8,加工農産物,和歌山県,加工農産物,農業団体F,0,4
2017-01-01,1,1,米,鳥取県,米,農業団体B,0,146
2017-01-01,1,1,雑穀,鳥取県,雑穀,農業団体H,0,0
2017-01-01,1,3,豆類,鳥取県,豆類,農業団体I,0,1
2017-01-01,1,2,いも類,鳥取県,いも類,農業団体C,0,8
2017-01-01,1,4,野菜,鳥取県,野菜,農業団体H,0,228
2017-01-01,1,4,果実,鳥取県,果実,農業団体B,0,74
2017-01-01,1,6,花き,鳥取県,花き,農業団体D,0,25
2017-01-01,1,5,工芸農作物,鳥取県,工芸農作物,農業団体A,0,3
2017-01-01,2,7,肉用牛,鳥取県,肉用牛,農業団体G,0,48
2017-01-01,2,7,生乳,鳥取県,生乳,農業団体F,0,63
2017-01-01,2,7,生乳以外の乳用牛,鳥取県,生乳以外の乳用牛,農業団体A,0,8
2017-01-01,2,7,豚,鳥取県,豚,農業団体C,0,54
2017-01-01,2,7,鶏卵,鳥取県,鶏卵,農業団体D,0,21
2017-01-01,2,7,ブロイラー,鳥取県,ブロイラー,農業団体C,0,82
2017-01-01,2,7,その他の畜産物,鳥取県,その他の畜産物,農業団体B,0,0
2017-01-01,2,8,加工農産物,鳥取県,加工農産物,農業団体D,0,0
2017-01-01,1,1,米,島根県,米,農業団体G,0,196
2017-01-01,1,1,麦類,島根県,麦類,農業団体G,0,1
2017-01-01,1,1,雑穀,島根県,雑穀,農業団体I,0,1
2017-01-01,1,3,豆類,島根県,豆類,農業団体H,0,3
2017-01-01,1,2,いも類,島根県,いも類,農業団体F,0,4
2017-01-01,1,4,野菜,島根県,野菜,農業団体E,0,103
2017-01-01,1,4,果実,島根県,果実,農業団体A,0,38
2017-01-01,1,6,花き,島根県,花き,農業団体B,0,15
2017-01-01,1,5,工芸農作物,島根県,工芸農作物,農業団体A,0,3
2017-01-01,0,0,その他の作物,島根県,その他の作物,農業団体J,0,3
2017-01-01,2,7,肉用牛,島根県,肉用牛,農業団体E,0,83
2017-01-01,2,7,生乳,島根県,生乳,農業団体E,0,71
2017-01-01,2,7,生乳以外の乳用牛,島根県,生乳以外の乳用牛,農業団体E,0,10
2017-01-01,2,7,豚,島根県,豚,農業団体F,0,30
2017-01-01,2,7,鶏卵,島根県,鶏卵,農業団体A,0,38
2017-01-01,2,7,ブロイラー,島根県,ブロイラー,農業団体H,0,9
2017-01-01,2,7,その他の畜産物,島根県,その他の畜産物,農業団体D,0,3
2017-01-01,2,8,加工農産物,島根県,加工農産物,農業団体B,0,1
2017-01-01,1,1,米,岡山県,米,農業団体B,0,370
2017-01-01,1,1,麦類,岡山県,麦類,農業団体C,0,7
2017-01-01,1,1,雑穀,岡山県,雑穀,農業団体B,0,0
2017-01-01,1,3,豆類,岡山県,豆類,農業団体D,0,14
2017-01-01,1,2,いも類,岡山県,いも類,農業団体F,0,7
2017-01-01,1,4,野菜,岡山県,野菜,農業団体H,0,235
2017-01-01,1,4,果実,岡山県,果実,農業団体I,0,280
2017-01-01,1,6,花き,岡山県,花き,農業団体E,0,25
2017-01-01,1,5,工芸農作物,岡山県,工芸農作物,農業団体D,0,2
2017-01-01,0,0,その他の作物,岡山県,その他の作物,農業団体E,0,8
2017-01-01,2,7,肉用牛,岡山県,肉用牛,農業団体G,0,79
2017-01-01,2,7,生乳,岡山県,生乳,農業団体I,0,102
2017-01-01,2,7,生乳以外の乳用牛,岡山県,生乳以外の乳用牛,農業団体C,0,17
2017-01-01,2,7,豚,岡山県,豚,農業団体G,0,21
2017-01-01,2,7,鶏卵,岡山県,鶏卵,農業団体H,0,253
2017-01-01,2,7,ブロイラー,岡山県,ブロイラー,農業団体C,0,71
2017-01-01,2,7,その他の畜産物,岡山県,その他の畜産物,農業団体H,0,14
2017-01-01,2,8,加工農産物,岡山県,加工農産物,農業団体H,0,0
2017-01-01,1,1,米,広島県,米,農業団体I,0,263
2017-01-01,1,1,雑穀,広島県,雑穀,農業団体G,0,0
2017-01-01,1,3,豆類,広島県,豆類,農業団体C,0,1
2017-01-01,1,2,いも類,広島県,いも類,農業団体A,0,12
2017-01-01,1,4,野菜,広島県,野菜,農業団体D,0,240
2017-01-01,1,4,果実,広島県,果実,農業団体D,0,172
2017-01-01,1,6,花き,広島県,花き,農業団体C,0,30
2017-01-01,1,5,工芸農作物,広島県,工芸農作物,農業団体G,0,1
2017-01-01,2,7,肉用牛,広島県,肉用牛,農業団体H,0,65
2017-01-01,2,7,生乳,広島県,生乳,農業団体B,0,57
2017-01-01,2,7,生乳以外の乳用牛,広島県,生乳以外の乳用牛,農業団体C,0,8
2017-01-01,2,7,豚,広島県,豚,農業団体G,0,92
2017-01-01,2,7,鶏卵,広島県,鶏卵,農業団体B,0,259
2017-01-01,2,7,ブロイラー,広島県,ブロイラー,農業団体J,0,20
2017-01-01,2,7,その他の畜産物,広島県,その他の畜産物,農業団体H,0,10
2017-01-01,2,8,加工農産物,広島県,加工農産物,農業団体G,0,1
2017-01-01,1,1,米,山口県,米,農業団体C,0,236
2017-01-01,1,1,麦類,山口県,麦類,農業団体J,0,2
2017-01-01,1,1,雑穀,山口県,雑穀,農業団体D,0,0
2017-01-01,1,3,豆類,山口県,豆類,農業団体I,0,2
2017-01-01,1,2,いも類,山口県,いも類,農業団体J,0,7
2017-01-01,1,4,野菜,山口県,野菜,農業団体F,0,154
2017-01-01,1,4,果実,山口県,果実,農業団体F,0,48
2017-01-01,1,6,花き,山口県,花き,農業団体F,0,27
2017-01-01,1,5,工芸農作物,山口県,工芸農作物,農業団体I,0,2
2017-01-01,0,0,その他の作物,山口県,その他の作物,農業団体A,0,11
2017-01-01,2,7,肉用牛,山口県,肉用牛,農業団体H,0,43
2017-01-01,2,7,生乳,山口県,生乳,農業団体H,0,18
2017-01-01,2,7,生乳以外の乳用牛,山口県,生乳以外の乳用牛,農業団体I,0,2
2017-01-01,2,7,豚,山口県,豚,農業団体E,0,16
2017-01-01,2,7,鶏卵,山口県,鶏卵,農業団体C,0,60
2017-01-01,2,7,ブロイラー,山口県,ブロイラー,農業団体D,0,35
2017-01-01,2,7,その他の畜産物,山口県,その他の畜産物,農業団体C,0,13
2017-01-01,2,8,加工農産物,山口県,加工農産物,農業団体G,0,0
2017-01-01,1,1,米,徳島県,米,農業団体B,0,137
2017-01-01,1,1,雑穀,徳島県,雑穀,農業団体G,0,0
2017-01-01,1,3,豆類,徳島県,豆類,農業団体H,0,0
2017-01-01,1,2,いも類,徳島県,いも類,農業団体A,0,71
2017-01-01,1,4,野菜,徳島県,野菜,農業団体C,0,410
2017-01-01,1,4,果実,徳島県,果実,農業団体F,0,103
2017-01-01,1,6,花き,徳島県,花き,農業団体H,0,30
2017-01-01,1,5,工芸農作物,徳島県,工芸農作物,農業団体F,0,5
2017-01-01,2,7,肉用牛,徳島県,肉用牛,農業団体D,0,62
2017-01-01,2,7,生乳,徳島県,生乳,農業団体G,0,36
2017-01-01,2,7,生乳以外の乳用牛,徳島県,生乳以外の乳用牛,農業団体I,0,7
2017-01-01,2,7,豚,徳島県,豚,農業団体E,0,37
2017-01-01,2,7,鶏卵,徳島県,鶏卵,農業団体D,0,26
2017-01-01,2,7,ブロイラー,徳島県,ブロイラー,農業団体J,0,77
2017-01-01,2,7,その他の畜産物,徳島県,その他の畜産物,農業団体D,0,23
2017-01-01,2,8,加工農産物,徳島県,加工農産物,農業団体G,0,0
2017-01-01,1,1,米,香川県,米,農業団体C,0,122
2017-01-01,1,1,麦類,香川県,麦類,農業団体B,0,2
2017-01-01,1,1,雑穀,香川県,雑穀,農業団体H,0,0
2017-01-01,1,3,豆類,香川県,豆類,農業団体D,0,1
2017-01-01,1,2,いも類,香川県,いも類,農業団体E,0,7
2017-01-01,1,4,野菜,香川県,野菜,農業団体G,0,250
2017-01-01,1,4,果実,香川県,果実,農業団体I,0,62
2017-01-01,1,6,花き,香川県,花き,農業団体I,0,29
2017-01-01,1,5,工芸農作物,香川県,工芸農作物,農業団体H,0,6
2017-01-01,0,0,その他の作物,香川県,その他の作物,農業団体F,0,11
2017-01-01,2,7,肉用牛,香川県,肉用牛,農業団体H,0,53
2017-01-01,2,7,生乳,香川県,生乳,農業団体F,0,40
2017-01-01,2,7,生乳以外の乳用牛,香川県,生乳以外の乳用牛,農業団体E,0,9
2017-01-01,2,7,豚,香川県,豚,農業団体H,0,22
2017-01-01,2,7,鶏卵,香川県,鶏卵,農業団体I,0,151
2017-01-01,2,7,ブロイラー,香川県,ブロイラー,農業団体H,0,48
2017-01-01,2,7,その他の畜産物,香川県,その他の畜産物,農業団体D,0,23
2017-01-01,2,8,加工農産物,香川県,加工農産物,農業団体G,0,0
2017-01-01,1,1,米,愛媛県,米,農業団体A,0,164
2017-01-01,1,1,麦類,愛媛県,麦類,農業団体B,0,2
2017-01-01,1,1,雑穀,愛媛県,雑穀,農業団体G,0,0
2017-01-01,1,3,豆類,愛媛県,豆類,農業団体I,0,1
2017-01-01,1,2,いも類,愛媛県,いも類,農業団体A,0,7
2017-01-01,1,4,野菜,愛媛県,野菜,農業団体C,0,206
2017-01-01,1,4,果実,愛媛県,果実,農業団体H,0,537
2017-01-01,1,6,花き,愛媛県,花き,農業団体A,0,29
2017-01-01,1,5,工芸農作物,愛媛県,工芸農作物,農業団体G,0,4
2017-01-01,0,0,その他の作物,愛媛県,その他の作物,農業団体G,0,48
2017-01-01,2,7,肉用牛,愛媛県,肉用牛,農業団体E,0,27
2017-01-01,2,7,生乳,愛媛県,生乳,農業団体G,0,38
2017-01-01,2,7,生乳以外の乳用牛,愛媛県,生乳以外の乳用牛,農業団体H,0,4
2017-01-01,2,7,豚,愛媛県,豚,農業団体H,0,116
2017-01-01,2,7,鶏卵,愛媛県,鶏卵,農業団体F,0,50
2017-01-01,2,7,ブロイラー,愛媛県,ブロイラー,農業団体J,0,23
2017-01-01,2,7,その他の畜産物,愛媛県,その他の畜産物,農業団体J,0,2
2017-01-01,2,8,加工農産物,愛媛県,加工農産物,農業団体H,0,0
2017-01-01,1,1,米,高知県,米,農業団体F,0,125
2017-01-01,1,1,麦類,高知県,麦類,農業団体D,0,0
2017-01-01,1,1,雑穀,高知県,雑穀,農業団体H,0,0
2017-01-01,1,3,豆類,高知県,豆類,農業団体H,0,0
2017-01-01,1,2,いも類,高知県,いも類,農業団体F,0,17
2017-01-01,1,4,野菜,高知県,野菜,農業団体C,0,750
2017-01-01,1,4,果実,高知県,果実,農業団体I,0,118
2017-01-01,1,6,花き,高知県,花き,農業団体B,0,77
2017-01-01,1,5,工芸農作物,高知県,工芸農作物,農業団体I,0,11
2017-01-01,0,0,その他の作物,高知県,その他の作物,農業団体A,0,8
2017-01-01,2,7,肉用牛,高知県,肉用牛,農業団体E,0,15
2017-01-01,2,7,生乳,高知県,生乳,農業団体G,0,25
2017-01-01,2,7,生乳以外の乳用牛,高知県,生乳以外の乳用牛,農業団体F,0,3
2017-01-01,2,7,豚,高知県,豚,農業団体H,0,20
2017-01-01,2,7,鶏卵,高知県,鶏卵,農業団体D,0,11
2017-01-01,2,7,ブロイラー,高知県,ブロイラー,農業団体I,0,9
2017-01-01,2,7,その他の畜産物,高知県,その他の畜産物,農業団体J,0,2
2017-01-01,2,8,加工農産物,高知県,加工農産物,農業団体G,0,2
2017-01-01,1,1,米,福岡県,米,農業団体J,0,425
2017-01-01,1,1,麦類,福岡県,麦類,農業団体I,0,25
2017-01-01,1,1,雑穀,福岡県,雑穀,農業団体J,0,0
2017-01-01,1,3,豆類,福岡県,豆類,農業団体E,0,22
2017-01-01,1,2,いも類,福岡県,いも類,農業団体A,0,10
2017-01-01,1,4,野菜,福岡県,野菜,農業団体B,0,794
2017-01-01,1,4,果実,福岡県,果実,農業団体G,0,240
2017-01-01,1,6,花き,福岡県,花き,農業団体I,0,177
2017-01-01,1,5,工芸農作物,福岡県,工芸農作物,農業団体I,0,30
2017-01-01,0,0,その他の作物,福岡県,その他の作物,農業団体H,0,63
2017-01-01,2,7,肉用牛,福岡県,肉用牛,農業団体F,0,67
2017-01-01,2,7,生乳,福岡県,生乳,農業団体H,0,83
2017-01-01,2,7,生乳以外の乳用牛,福岡県,生乳以外の乳用牛,農業団体A,0,17
2017-01-01,2,7,豚,福岡県,豚,農業団体H,0,57
2017-01-01,2,7,鶏卵,福岡県,鶏卵,農業団体G,0,119
2017-01-01,2,7,ブロイラー,福岡県,ブロイラー,農業団体B,0,30
2017-01-01,2,7,その他の畜産物,福岡県,その他の畜産物,農業団体G,0,19
2017-01-01,2,8,加工農産物,福岡県,加工農産物,農業団体B,0,16
2017-01-01,1,1,米,佐賀県,米,農業団体A,0,279
2017-01-01,1,1,麦類,佐賀県,麦類,農業団体I,0,25
2017-01-01,1,1,雑穀,佐賀県,雑穀,農業団体C,0,0
2017-01-01,1,3,豆類,佐賀県,豆類,農業団体B,0,20
2017-01-01,1,2,いも類,佐賀県,いも類,農業団体G,0,5
2017-01-01,1,4,野菜,佐賀県,野菜,農業団体J,0,364
2017-01-01,1,4,果実,佐賀県,果実,農業団体C,0,204
2017-01-01,1,6,花き,佐賀県,花き,農業団体I,0,33
2017-01-01,1,5,工芸農作物,佐賀県,工芸農作物,農業団体D,0,23
2017-01-01,0,0,その他の作物,佐賀県,その他の作物,農業団体C,0,13
2017-01-01,2,7,肉用牛,佐賀県,肉用牛,農業団体G,0,159
2017-01-01,2,7,生乳,佐賀県,生乳,農業団体A,0,15
2017-01-01,2,7,生乳以外の乳用牛,佐賀県,生乳以外の乳用牛,農業団体B,0,3
2017-01-01,2,7,豚,佐賀県,豚,農業団体D,0,57
2017-01-01,2,7,鶏卵,佐賀県,鶏卵,農業団体F,0,15
2017-01-01,2,7,ブロイラー,佐賀県,ブロイラー,農業団体D,0,84
2017-01-01,2,7,その他の畜産物,佐賀県,その他の畜産物,農業団体F,0,4
2017-01-01,2,8,加工農産物,佐賀県,加工農産物,農業団体E,0,6
2017-01-01,1,1,米,長崎県,米,農業団体F,0,131
2017-01-01,1,1,麦類,長崎県,麦類,農業団体F,0,2
2017-01-01,1,1,雑穀,長崎県,雑穀,農業団体I,0,0
2017-01-01,1,3,豆類,長崎県,豆類,農業団体G,0,2
2017-01-01,1,2,いも類,長崎県,いも類,農業団体G,0,114
2017-01-01,1,4,野菜,長崎県,野菜,農業団体F,0,525
2017-01-01,1,4,果実,長崎県,果実,農業団体I,0,156
2017-01-01,1,6,花き,長崎県,花き,農業団体C,0,81
2017-01-01,1,5,工芸農作物,長崎県,工芸農作物,農業団体I,0,46
2017-01-01,0,0,その他の作物,長崎県,その他の作物,農業団体J,0,18
2017-01-01,2,7,肉用牛,長崎県,肉用牛,農業団体A,0,241
2017-01-01,2,7,生乳,長崎県,生乳,農業団体G,0,54
2017-01-01,2,7,生乳以外の乳用牛,長崎県,生乳以外の乳用牛,農業団体C,0,10
2017-01-01,2,7,豚,長崎県,豚,農業団体H,0,123
2017-01-01,2,7,鶏卵,長崎県,鶏卵,農業団体H,0,59
2017-01-01,2,7,ブロイラー,長崎県,ブロイラー,農業団体J,0,62
2017-01-01,2,7,その他の畜産物,長崎県,その他の畜産物,農業団体J,0,4
2017-01-01,2,8,加工農産物,長崎県,加工農産物,農業団体I,0,4
2017-01-01,1,1,米,熊本県,米,農業団体E,0,380
2017-01-01,1,1,麦類,熊本県,麦類,農業団体F,0,8
2017-01-01,1,1,雑穀,熊本県,雑穀,農業団体B,0,1
2017-01-01,1,3,豆類,熊本県,豆類,農業団体A,0,5
2017-01-01,1,2,いも類,熊本県,いも類,農業団体I,0,46
2017-01-01,1,4,野菜,熊本県,野菜,農業団体H,0,1247
2017-01-01,1,4,果実,熊本県,果実,農業団体E,0,318
2017-01-01,1,6,花き,熊本県,花き,農業団体I,0,99
2017-01-01,1,5,工芸農作物,熊本県,工芸農作物,農業団体D,0,100
2017-01-01,0,0,その他の作物,熊本県,その他の作物,農業団体J,0,38
2017-01-01,2,7,肉用牛,熊本県,肉用牛,農業団体C,0,420
2017-01-01,2,7,生乳,熊本県,生乳,農業団体G,0,259
2017-01-01,2,7,生乳以外の乳用牛,熊本県,生乳以外の乳用牛,農業団体C,0,47
2017-01-01,2,7,豚,熊本県,豚,農業団体C,0,211
2017-01-01,2,7,鶏卵,熊本県,鶏卵,農業団体F,0,85
2017-01-01,2,7,ブロイラー,熊本県,ブロイラー,農業団体E,0,80
2017-01-01,2,7,その他の畜産物,熊本県,その他の畜産物,農業団体E,0,45
2017-01-01,2,8,加工農産物,熊本県,加工農産物,農業団体A,0,35
2017-01-01,1,1,米,大分県,米,農業団体C,0,247
2017-01-01,1,1,麦類,大分県,麦類,農業団体C,0,3
2017-01-01,1,1,雑穀,大分県,雑穀,農業団体I,0,0
2017-01-01,1,3,豆類,大分県,豆類,農業団体J,0,3
2017-01-01,1,2,いも類,大分県,いも類,農業団体E,0,16
2017-01-01,1,4,野菜,大分県,野菜,農業団体F,0,334
2017-01-01,1,4,果実,大分県,果実,農業団体H,0,115
2017-01-01,1,6,花き,大分県,花き,農業団体H,0,53
2017-01-01,1,5,工芸農作物,大分県,工芸農作物,農業団体G,0,25
2017-01-01,0,0,その他の作物,大分県,その他の作物,農業団体D,0,9
2017-01-01,2,7,肉用牛,大分県,肉用牛,農業団体G,0,150
2017-01-01,2,7,生乳,大分県,生乳,農業団体B,0,75
2017-01-01,2,7,生乳以外の乳用牛,大分県,生乳以外の乳用牛,農業団体A,0,11
2017-01-01,2,7,豚,大分県,豚,農業団体C,0,96
2017-01-01,2,7,鶏卵,大分県,鶏卵,農業団体H,0,49
2017-01-01,2,7,ブロイラー,大分県,ブロイラー,農業団体E,0,53
2017-01-01,2,7,その他の畜産物,大分県,その他の畜産物,農業団体G,0,23
2017-01-01,2,8,加工農産物,大分県,加工農産物,農業団体J,0,11
2017-01-01,1,1,米,宮崎県,米,農業団体H,0,180
2017-01-01,1,1,麦類,宮崎県,麦類,農業団体A,0,0
2017-01-01,1,1,雑穀,宮崎県,雑穀,農業団体I,0,0
2017-01-01,1,3,豆類,宮崎県,豆類,農業団体E,0,1
2017-01-01,1,2,いも類,宮崎県,いも類,農業団体I,0,76
2017-01-01,1,4,野菜,宮崎県,野菜,農業団体G,0,696
2017-01-01,1,4,果実,宮崎県,果実,農業団体D,0,130
2017-01-01,1,6,花き,宮崎県,花き,農業団体I,0,71
2017-01-01,1,5,工芸農作物,宮崎県,工芸農作物,農業団体G,0,55
2017-01-01,0,0,その他の作物,宮崎県,その他の作物,農業団体J,0,20
2017-01-01,2,7,肉用牛,宮崎県,肉用牛,農業団体H,0,747
2017-01-01,2,7,生乳,宮崎県,生乳,農業団体C,0,80
2017-01-01,2,7,生乳以外の乳用牛,宮崎県,生乳以外の乳用牛,農業団体I,0,16
2017-01-01,2,7,豚,宮崎県,豚,農業団体H,0,555
2017-01-01,2,7,鶏卵,宮崎県,鶏卵,農業団体E,0,110
2017-01-01,2,7,ブロイラー,宮崎県,ブロイラー,農業団体H,0,702
2017-01-01,2,7,その他の畜産物,宮崎県,その他の畜産物,農業団体F,0,50
2017-01-01,2,8,加工農産物,宮崎県,加工農産物,農業団体E,0,35
2017-01-01,1,1,米,鹿児島県,米,農業団体H,0,221
2017-01-01,1,1,雑穀,鹿児島県,雑穀,農業団体E,0,1
2017-01-01,1,3,豆類,鹿児島県,豆類,農業団体G,0,1
2017-01-01,1,2,いも類,鹿児島県,いも類,農業団体C,0,283
2017-01-01,1,4,野菜,鹿児島県,野菜,農業団体F,0,657
2017-01-01,1,4,果実,鹿児島県,果実,農業団体B,0,95
2017-01-01,1,6,花き,鹿児島県,花き,農業団体H,0,125
2017-01-01,1,5,工芸農作物,鹿児島県,工芸農作物,農業団体B,0,308
2017-01-01,2,7,肉用牛,鹿児島県,肉用牛,農業団体E,0,1258
2017-01-01,2,7,生乳,鹿児島県,生乳,農業団体I,0,93
2017-01-01,2,7,生乳以外の乳用牛,鹿児島県,生乳以外の乳用牛,農業団体J,0,18
2017-01-01,2,7,豚,鹿児島県,豚,農業団体A,0,832
2017-01-01,2,7,鶏卵,鹿児島県,鶏卵,農業団体D,0,286
2017-01-01,2,7,ブロイラー,鹿児島県,ブロイラー,農業団体D,0,645
2017-01-01,2,7,その他の畜産物,鹿児島県,その他の畜産物,農業団体D,0,30
2017-01-01,2,8,加工農産物,鹿児島県,加工農産物,農業団体J,0,120
2017-01-01,1,1,米,沖縄県,米,農業団体E,0,5
2017-01-01,1,1,雑穀,沖縄県,雑穀,農業団体E,0,0
2017-01-01,1,3,豆類,沖縄県,豆類,農業団体G,0,1
2017-01-01,1,2,いも類,沖縄県,いも類,農業団体E,0,12
2017-01-01,1,4,野菜,沖縄県,野菜,農業団体H,0,153
2017-01-01,1,4,果実,沖縄県,果実,農業団体H,0,60
2017-01-01,1,6,花き,沖縄県,花き,農業団体H,0,97
2017-01-01,1,5,工芸農作物,沖縄県,工芸農作物,農業団体F,0,210
2017-01-01,2,7,肉用牛,沖縄県,肉用牛,農業団体F,0,228
2017-01-01,2,7,生乳,沖縄県,生乳,農業団体I,0,36
2017-01-01,2,7,生乳以外の乳用牛,沖縄県,生乳以外の乳用牛,農業団体D,0,1
2017-01-01,2,7,豚,沖縄県,豚,農業団体C,0,131
2017-01-01,2,7,鶏卵,沖縄県,鶏卵,農業団体B,0,45
2017-01-01,2,7,ブロイラー,沖縄県,ブロイラー,農業団体F,0,13
2017-01-01,2,7,その他の畜産物,沖縄県,その他の畜産物,農業団体C,0,3
2017-01-01,2,8,加工農産物,沖縄県,加工農産物,農業団体F,0,0
2018-01-01,1,1,米,北海道,米,農業団体I,0,1122
2018-01-01,1,1,麦類,北海道,麦類,農業団体I,0,232
2018-01-01,1,1,雑穀,北海道,雑穀,農業団体G,0,29
2018-01-01,1,3,豆類,北海道,豆類,農業団体F,0,304
2018-01-01,1,2,いも類,北海道,いも類,農業団体J,0,648
2018-01-01,1,4,野菜,北海道,野菜,農業団体F,0,2271
2018-01-01,1,4,果実,北海道,果実,農業団体A,0,54
2018-01-01,1,6,花き,北海道,花き,農業団体A,0,131
2018-01-01,1,5,工芸農作物,北海道,工芸農作物,農業団体A,0,414
2018-01-01,0,0,その他の作物,北海道,その他の作物,農業団体C,0,40
2018-01-01,2,7,肉用牛,北海道,肉用牛,農業団体E,0,1016
2018-01-01,2,7,生乳,北海道,生乳,農業団体H,0,3826
2018-01-01,2,7,生乳以外の乳用牛,北海道,生乳以外の乳用牛,農業団体B,0,1200
2018-01-01,2,7,豚,北海道,豚,農業団体D,0,439
2018-01-01,2,7,鶏卵,北海道,鶏卵,農業団体J,0,188
2018-01-01,2,7,ブロイラー,北海道,ブロイラー,農業団体I,0,167
2018-01-01,2,7,その他の畜産物,北海道,その他の畜産物,農業団体D,0,511
2018-01-01,1,1,米,青森県,米,農業団体I,0,553
2018-01-01,1,1,雑穀,青森県,雑穀,農業団体F,0,1
2018-01-01,1,3,豆類,青森県,豆類,農業団体G,0,6
