発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント
1995-03-24,1,4,RPG,バンプレスト,ONI5隠忍を継ぐ者,"￥4,980","￥5,000代",0
1995-03-24,1,4,ETC,ココナッツジャパンエンターテイメント,パチスロキッズ3,"￥4,500","￥4,500代",0
1995-03-24,1,4,ACT,ビーアイ,原人コッツ,"￥4,500","￥4,500代",0
1995-04-07,1,4,SPT,バンプレスト,蒼き伝説シュート！,"￥3,980","￥4,000代",0
1995-04-14,1,5,FTG,カルチャーブレーン,SD飛龍の拳外伝,"￥4,700","￥4,500代",0
1995-04-14,1,3,ETC,キングレコード,勝馬予想競馬貴族EX'95,"￥6,900","￥7,000代",0
1995-04-21,1,4,SPT,EAV,JリーグLIVE'95,"￥5,980","￥6,000代",0
1995-04-28,1,1,PZL,Jウィング,チキチキ天国,"￥3,900","￥4,000代",0
1995-04-28,1,3,ETC,ココナッツジャパンエンターテイメント,パチ夫くん3,"￥4,800","￥5,000代",0
1995-04-28,1,4,PZL,バンダイ,空想科学世界ガリバーボーイ空想科学パズルプリッとポン,"￥3,980","￥4,000代",0
1995-04-28,1,4,RPG,トミー,赤ずきんチャチャ,"￥3,900","￥4,000代",0
1995-04-28,1,4,RPG,タカラ,魔法陣グルグル勇者とククリの大冒険,"￥3,980","￥4,000代",0
1995-05-26,1,3,ADV,タカラ,ちびまる子ちゃんまる子デラックス劇場,"￥3,980","￥4,000代",0
1995-06-02,1,4,RPG,トミー,魔法騎士レイアース,"￥4,500","￥4,500代",0
1995-06-16,1,4,RPG,バンダイ,モグモグGOMBO遥かなる超料理伝説,"￥4,800","￥5,000代",0
1995-06-23,1,5,ETC,ケイエスエス,パチンコ物語外伝,"￥5,980","￥6,000代",0
1995-06-23,1,4,TBL,タカラ,人生ゲーム,"￥4,660","￥4,500代",0
1995-06-30,1,4,ETC,バンプレスト,スーパーパチンコ大戦,"￥3,980","￥4,000代",0
1995-06-30,1,5,SLG,バンプレスト,第2次スーパーロボット大戦G,"￥5,980","￥6,000代",0
1995-07-14,1,5,FTG,トミー,NINKU-忍空-,"￥4,200","￥4,000代",0
1995-07-14,1,3,STG,ナムコ,ギャラガ＆ギャラクシアン,"￥3,800","￥4,000代",0
1995-07-14,1,3,ACT,日本物産,フリスキートム,"￥3,980","￥4,000代",0
1995-07-27,1,5,ACT,任天堂,スーパードンキーコングGB,"￥3,900","￥4,000代",108
1995-07-28,1,4,ACT,サンソフト,アルフレッドチキン,"￥4,300","￥4,500代",0
1995-08-04,1,4,RPG,四次元,おとぎ話大戦,"￥4,900","￥5,000代",0
1995-08-10,1,4,ACT,ハドソン,ボンバーマンGB2,"￥4,800","￥5,000代",0
1995-08-11,1,5,FTG,カプコン,ストリートファイター2,"￥4,800","￥5,000代",0
1995-08-25,1,4,ACT,バンプレスト,GOGOアックマン,"￥3,980","￥4,000代",0
1995-08-25,1,5,RPG,バンダイ,ドラゴンボールZ悟空激闘伝,"￥5,800","￥6,000代",0
1995-09-14,1,5,SPT,バンダイ,キャプテン翼J完全制覇への挑戦,"￥4,200","￥4,000代",0
1995-10-20,1,4,SPT,BLACKLABEL,ハイパーブラックバス'95,"￥4,500","￥4,500代",0
1995-10-27,1,5,SPT,アクレイムジャパン,NBAJAMトーナメントエディション,"￥4,800","￥5,000代",0
1995-10-27,1,4,ACT,アクレイムジャパン,ジャッジ・ドレッド,"￥4,500","￥4,500代",0
1995-10-27,1,4,ACT,アクレイムジャパン,バットマンフォーエバー,"￥4,200","￥4,000代",0
1995-10-27,1,4,SPT,アクレイムジャパン,フォアマンフォーリアル,"￥4,200","￥4,000代",0
1995-10-27,1,4,RPG,トミー,魔法騎士レイアース2ndミッシングカラーズ,"￥4,500","￥4,500代",0
1995-11-24,1,4,SPT,トミー,Jリーグビックウェイブサッカー,"￥4,800","￥5,000代",0
1995-11-24,1,5,ETC,トミー,NINKU-忍空-忍空戦争編,"￥4,800","￥5,000代",0
1995-12-08,1,4,PZL,ケイエスエス,ウェディングピーチじゃ魔ピーパニック,"￥4,980","￥5,000代",0
1995-12-14,1,5,ACT,任天堂,カービィのブロックボール,"￥3,900","￥4,000代",0
1995-12-22,1,3,ACT,ケムコ,P-マンGB,"￥4,200","￥4,000代",0
1995-12-22,1,5,ACT,トミー,東京ディズニーランドミッキーのシンデレラ城ミステリーツアー,"￥4,200","￥4,000代",0
1995-12-27,1,4,RPG,カルチャーブレーン,忍たま乱太郎GB,"￥4,800","￥5,000代",0
1995-12-29,1,3,ACT,POW,ブロックくずしGB,"￥3,980","￥4,000代",0
1996-02-27,1,5,RPG,任天堂,ポケットモンスター赤,"￥3,980","￥4,000代",418
1996-02-27,1,5,RPG,任天堂,ポケットモンスター緑,"￥3,980","￥4,000代",404
1996-02-29,1,4,ETC,タカラ,くまのプー太郎宝さがしだ大入りゲームバトル,"￥3,980","￥4,000代",0
1996-03-22,1,5,FTG,タカラ,熱闘闘神伝,"￥4,660","￥4,500代",0
1996-04-26,1,5,FTG,タカラ,熱闘ザ・キング・オブ・ファイターズ'95,"￥4,500","￥4,500代",0
1996-05-17,1,1,TBL,ヘクト,連珠倶楽部五目ならべ,"￥2,480","￥2,500代",0
1996-06-21,1,5,SPT,スターフィッシュ,バスフィッシング達人手帳,"￥9,800","￥10,000代",0
1996-07-21,1,5,ETC,ナムコ,ナムコギャラリーvol.1,"￥3,980","￥4,000代",0
1996-07-21,1,6,ACT,ハドソン,ボンバーマンコレクション,"￥3,980","￥4,000代",0
1996-07-21,1,5,PZL,任天堂,モグラーニャ,"￥3,900","￥4,000代",0
1996-08-09,1,6,ETC,ハドソン,桃太郎コレクション,"￥3,980","￥4,000代",0
1996-08-23,1,6,FTG,タカラ,熱闘サムライスピリッツ斬九郎無双剣,"￥4,500","￥4,500代",0
1996-09-13,1,6,ETC,カルチャーブレーン,スーパーチャイニーズランド1・2・3,"￥3,980","￥4,000代",0
1996-09-27,1,6,FTG,カルチャーブレーン,SD飛龍の拳外伝2,"￥4,200","￥4,000代",0
1996-09-27,1,3,RAC,UBIソフト,ストリートレーサー,"￥4,980","￥5,000代",0
1996-09-27,1,5,SPT,トンキンハウス,スポーツコレクション,"￥3,980","￥4,000代",0
1996-10-15,1,5,RPG,任天堂,ポケットモンスター青,"￥3,000","￥3,000代",201
1996-10-19,1,5,PZL,任天堂,ピクロス2,"￥3,000","￥3,000代",0
1996-10-26,1,5,PZL,任天堂,ヨッシーのパネポン,"￥3,000","￥3,000代",0
1996-11-01,1,4,PZL,カルチャーブレーン,パズル忍たま乱太郎,"￥3,980","￥4,000代",0
1996-11-22,1,6,ACT,ハドソン,原人コレクション,"￥3,980","￥4,000代",0
1996-11-22,1,5,RPG,チュンソフト,不思議のダンジョン風来のシレンGB～月影村の怪物～,"￥3,900","￥4,000代",0
1996-11-23,1,5,ACT,任天堂,ドンキーコングランド,"￥3,000","￥3,000代",0
1996-11-29,1,5,ETC,ナムコ,ナムコギャラリーvol.2,"￥3,980","￥4,000代",0
1996-11-29,1,5,ETC,ココナッツジャパンエンターテイメント,パチ夫くんゲームギャラリー,"￥4,300","￥4,500代",0
1996-12-02,1,4,ACT,バンダイ,クレヨンしんちゃんオラのごきげんコレクション,"￥3,980","￥4,000代",0
1996-12-02,1,4,ACT,ハドソン,ボンバーマンGB3,"￥3,980","￥4,000代",0
1996-12-06,1,6,ETC,ハドソン,桃太郎コレクション2,"￥3,980","￥4,000代",0
1996-12-13,1,4,RPG,バンダイ,ゲゲゲの鬼太郎妖怪創造主現る！,"￥4,500","￥4,500代",0
1996-12-13,1,4,PZL,コンパイル,ぽけっとぷよぷよ通,"￥3,900","￥4,000代",0
1996-12-13,1,4,ETC,イマジニア,合格ボーイシリーズ英単語ターゲット1900,"￥2,050","￥2,000代",0
1996-12-21,1,3,PZL,ケムコ,スヌーピーのはじめてのおつかい,"￥3,980","￥4,000代",0
1996-12-21,1,4,ACT,トミー,みどりのマキバオー,"￥3,900","￥4,000代",0
1996-12-27,1,4,PZL,ジャレコ,テトリスプラス,"￥3,980","￥4,000代",0
1996-12-27,1,5,SLG,Jウィング,ミニ4ボーイ,"￥4,980","￥5,000代",0
1996-12-27,1,4,ADV,バンダイ,名探偵コナン地下遊園地殺人事件,"￥3,980","￥4,000代",0
1996-12-28,1,6,ACT,カルチャーブレーン,スーパーチャイニーズファイターGB,"￥3,980","￥4,000代",0
1996-12-28,1,6,SPT,スターフィッシュ,スーパーブラックバスポケット,"￥4,980","￥5,000代",0
1997-01-24,1,4,ETC,イマジニア,合格ボーイシリーズセットで覚える日本史ターゲット201,"￥2,050","￥2,000代",0
1997-01-25,1,4,PZL,任天堂,カービィのきらきらきっず,"￥3,000","￥3,000代",0
1997-01-31,1,2,PZL,やのまんゲームズ,ズープ,"￥2,800","￥3,000代",0
1997-02-01,1,4,ACT,任天堂,ゲームボーイギャラリー,"￥3,000","￥3,000代",0
1997-02-21,1,5,RPG,日本システムサプライ,チャルボ55SUPERPUZZLEACTION,"￥3,800","￥4,000代",0
1997-02-28,1,5,ETC,タイトー,タイトーバラエティパック,"￥3,800","￥4,000代",0
1997-03-28,1,4,ETC,イマジニア,合格ボーイシリーズ大学入試出る順英熟語ターゲット1000,"￥2,480","￥2,500代",0
1997-04-25,1,4,PZL,ハドソン,セームゲーム,"￥3,480","￥3,500代",0
1997-05-01,1,5,ETC,小学館,ドラえもんのスタディボーイ1小一こぐご・かん字,"￥2,850","￥3,000代",0
1997-05-01,1,5,ETC,小学館,ドラえもんのスタディボーイ2小一さんすう・けいさん,"￥2,850","￥3,000代",0
1997-05-23,1,5,SLG,アスキー,ミニ四駆GBLet's＆Go！！,"￥4,900","￥5,000代",0
1997-06-01,1,5,ETC,小学館,ドラえもんのスタディボーイ4小二国語・かん字,"￥2,850","￥3,000代",0
1997-06-01,1,5,ETC,小学館,ドラえもんのスタディボーイ5小二算数・計算,"￥2,850","￥3,000代",0
1997-06-20,1,6,SPT,スターフィッシュ,スーパーブラックバスポケット2,"￥3,980","￥4,000代",0
1997-06-27,1,5,SLG,バンダイ,ゲームで発見！！たまごっち,"￥4,500","￥4,500代",145
1997-06-27,1,5,SLG,ハドソン,ゲームボーイウォーズTURBO,"￥4,200","￥4,000代",0
1997-06-27,1,4,ETC,イマジニア,合格ボーイシリーズ高校入試でる順中学英単語1700,"￥2,480","￥2,500代",0
1997-06-27,1,4,?,ハドソン,ゲームボーイウォーズTurboファミ通版,非売品,#VALUE!,0
1997-07-11,1,4,ETC,イマジニア,Z会合格ボーイシリーズZ会究極の英単語1500,"￥2,000","￥2,000代",0
1997-07-11,1,5,SLG,バンダイ,ゲームで発見！！たまごっちピンクなTAMAGOTCHセット,"￥11,000","￥11,000代",145
1997-07-11,1,5,ACT,ハドソン,スーパービーダマンファイティングフェニックス,"￥3,980","￥4,000代",0
1997-07-18,1,3,ACT,ケムコ,それゆけ！キッド,"￥3,980","￥4,000代",0
1997-07-18,1,5,SLG,キッド,ポケットラブ,"￥4,800","￥5,000代",0
1997-07-25,1,5,ETC,ナムコ,ナムコギャラリーvol.3,"￥3,980","￥4,000代",0
1997-07-25,1,3,TBL,ボトムアップ,ポケット麻雀,"￥3,980","￥4,000代",0
1997-07-25,1,4,ETC,イマジニア,合格ボーイシリーズ高校入試出る順中学英熟語3500,"￥2,480","￥2,500代",0
1997-07-25,1,4,SLG,光栄,名作シリーズ三国志ゲームボーイ版,"￥4,800","￥5,000代",0
1997-07-25,1,3,SLG,光栄,名作シリーズ信長の野望ゲームボーイ版,"￥3,980","￥4,000代",0
1997-08-08,1,5,FTG,タカラ,熱闘ザ・キング・オブ・ファイターズ'96,"￥3,980","￥4,000代",0
1997-08-08,1,4,TBL,タカラ,THEGAMEOFLIFE人生ゲーム(廉価版),"￥3,980","￥4,000代",0
1997-08-12,1,4,RAC,トミー,マッハGoGoGo,"￥4,800","￥5,000代",0
1997-08-22,1,4,SLG,Jウィング,ディノブリーダー,"￥4,800","￥5,000代",0
1997-08-29,1,4,PZL,アテナ,マネーアイドルエクスチェンジャー,"￥3,980","￥4,000代",0
1997-08-29,1,4,ETC,イマジニア,"合格ボーイシリーズ高校入試“でる順""漢字問題の征服","￥2,480","￥2,500代",0
1997-09-19,1,5,RPG,パック・イン・ソフト,川のぬし釣り3,"￥3,600","￥3,500代",0
1997-09-25,1,5,ETC,コナミ,コナミGBコレクションvol.1,"￥3,980","￥4,000代",0
1997-09-26,1,4,ETC,イマジニア,合格ボーイシリーズ「解体英熟語」完全準拠Z会究極の英熟語1017,"￥2,000","￥2,000代",0
1997-09-26,1,4,TBL,スターフィッシュ,おやつクイズもぐもぐQTHEQUIZGAME,"￥3,500","￥3,500代",0
1997-09-26,1,2,TBL,ココナッツジャパンエンターテイメント,カードゲーム(ハッピープライス),"￥2,980","￥3,000代",0
1997-09-26,1,3,TBL,ココナッツジャパンエンターテイメント,シーザースパレス(ハッピープライス),"￥2,980","￥3,000代",0
1997-09-26,1,3,RAC,ココナッツジャパンエンターテイメント,フェラーリ(ハッピープライス),"￥2,980","￥3,000代",0
1997-09-26,1,5,RAC,Jウィング,ミニ4ボーイ2ファイナルエボリューション,"￥4,800","￥5,000代",0
1997-09-26,1,3,SPT,ココナッツジャパンエンターテイメント,ワールドカップストライカー(ハッピープライス),"￥2,980","￥3,000代",0
1997-09-26,1,4,ETC,イマジニア,合格ボーイシリーズ高校入試歴史年代あんきポイント240,"￥2,480","￥2,500代",0
1997-09-27,1,5,ETC,任天堂,ゲームボーイギャラリー2,"￥3,000","￥3,000代",0
1997-10-01,1,4,ETC,イマジニア,合格ボーイシリーズ高校入試理科あんきポイント250,"￥2,480","￥2,500代",0
1997-10-10,1,3,PZL,BPS,スーパーボンブリス(再版),"￥3,980","￥4,000代",0
1997-10-17,1,5,SLG,Jウィング,あにまるぶりーだー,"￥4,800","￥5,000代",0
1997-10-17,1,5,SLG,バンダイ,ゲームで発見！！たまごっち2,"￥4,286","￥4,500代",145
1997-10-17,1,5,ADV,アトラス,プリクラポケット不完全女子高校性マニュアル,"￥3,980","￥4,000代",0
1997-10-31,1,4,ETC,イマジニア,合格ボーイシリーズよく使われる英検2級レベルの会話表現333,"￥2,480","￥2,500代",0
1997-11-21,1,4,ETC,ナグザット,コレクションポケット,"￥3,980","￥4,000代",0
1997-11-27,1,4,ACT,コナミ,悪魔城ドラキュラ～漆黒たる前奏曲～,"￥3,980","￥4,000代",0
1997-11-28,1,4,ETC,イマジニア,会合格ボーイシリーズ「解体英語構文」完全準拠Z会究極の英語構文285,"￥2,480","￥2,500代",0
1997-11-28,1,3,TBL,ボトムアップ,トランプコレクション,"￥3,980","￥4,000代",0
1997-11-28,1,5,RPG,イマジニア,メダロット(カブトバージョン),"￥3,980","￥4,000代",0
1997-11-28,1,5,RPG,イマジニア,メダロット(クワガタバージョン),"￥3,980","￥4,000代",0
1997-11-29,1,5,SLG,アトラス,プリクラポケット2彼氏改造大作戦,"￥3,980","￥4,000代",0
1997-12-01,1,5,ETC,小学館,ドラえもんのスタディボーイ3九九マスター,"￥2,850","￥3,000代",0
1997-12-04,1,4,ACT,コナミ,がんばれゴエモン～黒船党の謎～,"￥3,980","￥4,000代",0
1997-12-05,1,4,ETC,イマジニア,サンリオうらないパーティ,"￥2,980","￥3,000代",0
1997-12-11,1,5,ETC,コナミ,コナミGBコレクションvol.2,"￥3,980","￥4,000代",0
1997-12-12,1,5,ACT,ハドソン,ポケットボンバーマン,"￥3,980","￥4,000代",0
1997-12-12,1,5,SLG,バンプレスト,超魔神英雄伝ワタルまぜっこモンスター,"￥3,800","￥4,000代",0
1997-12-19,1,4,ACT,スターフィッシュ,カラムー町の大事件,"￥3,800","￥4,000代",0
1997-12-19,1,4,PZL,アクセラ,スタースイープ,"￥3,800","￥4,000代",0
1997-12-19,1,4,ACT,ケムコ,バックスバニーコレクション,"￥3,480","￥3,500代",0
1997-12-19,1,5,SLG,パック・イン・ソフト,牧場物語GB,"￥3,980","￥4,000代",0
1997-12-26,1,3,ETC,ココナッツジャパンエンターテイメント,パチスロキッズ(ハッピープライス),"￥2,980","￥3,000代",0
1997-12-26,1,3,ETC,ココナッツジャパンエンターテイメント,パチスロキッズ2(ハッピープライス),"￥2,980","￥3,000代",0
1998-01-01,1,6,ETC,小学館,ドラえもんのスタディボーイ6学習漢字マスター1006,"￥2,850","￥3,000代",0
1998-01-10,1,5,ETC,新学社,ポケット漢字郎,"￥3,800","￥4,000代",0
1998-01-15,1,5,SLG,バンダイ,ゲームで発見！！たまごっちオスっちとメスっち,"￥4,286","￥4,500代",145
1998-01-30,1,2,TBL,アルトロン,ニューチェスマスター,"￥4,500","￥4,500代",0
1998-01-30,1,4,ETC,イマジニア,合格ボーイシリーズ学研慣用句・ことわざ210,"￥1,990","￥2,000代",0
1998-01-30,1,4,ETC,イマジニア,合格ボーイシリーズ学研小学校高学年レベル入試に出た要点ランク順四字熟語288,"￥1,990","￥2,000代",0
1998-02-19,1,5,ETC,コナミ,コナミGBコレクションvol.3,"￥3,980","￥4,000代",0
1998-02-20,1,4,SLG,ショウエイシステム,NAVYBLUE98,"￥3,980","￥4,000代",0
1998-02-21,1,6,ETC,任天堂,ポケットカメラ,"￥5,775","￥6,000代",0
1998-02-27,1,5,SLG,ハドソン,ネクタリスGB,"￥4,200","￥4,000代",0
1998-02-27,1,4,ADV,トミー,ポケットキョロちゃん,"￥3,980","￥4,000代",0
1998-03-05,1,5,TBL,ハドソン,大貝獣物語ザ・ミラクル・オブ・ザ・ゾーン,"￥3,980","￥4,000代",0
1998-03-06,1,5,RPG,光栄,もんすたあ★レース,"￥3,980","￥4,000代",0
1998-03-06,1,4,RAC,講談社,頭文字D外伝,"￥3,980","￥4,000代",0
1998-03-13,1,4,ETC,日本テレネット,パチンコCR大工の源さんGB,"￥3,980","￥4,000代",0
1998-03-13,1,6,SLG,キッド,ポケットラブ2,"￥4,800","￥5,000代",0
1998-03-19,1,5,ETC,コナミ,コナミGBコレクションvol.4,"￥3,980","￥4,000代",0
1998-03-20,1,4,ETC,イマジニア,合格ボーイシリーズZ会<例文で覚える>中学英単語1132,"￥2,000","￥2,000代",0
1998-03-20,1,5,SLG,アイマックス,カンヅメモンスター,"￥4,500","￥4,500代",0
1998-03-20,1,4,RAC,エポック社,ドラえもんカート,"￥3,980","￥4,000代",0
1998-03-20,1,5,RPG,イマジニア,メダロットパーツコレクション,"￥3,980","￥4,000代",0
1998-03-20,1,5,ETC,イマジニア,合格ボーイシリーズ山川一問一答世界史B用語問題集,"￥2,480","￥2,500代",0
1998-03-26,1,5,RPG,コナミ,ゴッドメディスン復刻版,"￥3,980","￥4,000代",0
1998-03-26,1,4,SPT,コナミ,パワプロGB,"￥3,980","￥4,000代",0
1998-03-27,1,5,FTG,タカラ,熱闘リアルバウト餓狼伝説スペシャル,"￥3,980","￥4,000代",0
1998-04-10,1,3,PZL,タイトー,パズルボブルGB,"￥3,500","￥3,500代",0
1998-04-22,1,4,ETC,イマジニア,合格ボーイシリーズ桐原書店頻出英文法・語法問題1000,"￥2,480","￥2,500代",0
1998-04-22,1,5,ETC,イマジニア,合格ボーイシリーズ山川一問一答新課程日本史B用語問題集,"￥2,480","￥2,500代",0
1998-04-24,1,3,SPT,ボトムアップ,ポケットバスフィッシング,"￥3,980","￥4,000代",0
1998-05-01,1,5,RPG,ケムコ,SELECTIONI＆II選ばれし者＆暗黒の封印,"￥3,980","￥4,000代",0
1998-05-15,1,5,SLG,Jウィング,あにまるぶりーだー2,"￥4,800","￥5,000代",0
1998-05-22,1,4,SPT,トミー,日本代表チーム栄光のイレブン,"￥3,580","￥3,500代",0
1998-05-29,1,5,RPG,イマジニア,メダロットパーツコレクション2,"￥3,980","￥4,000代",0
1998-05-29,1,4,ETC,イマジニア,合格ボーイシリーズ学研小学校高学年レベル入試に出た要点ランク順歴史512,"￥1,990","￥2,000代",0
1998-06-04,1,5,SPT,コナミ,ワールドサッカーGB,"￥3,980","￥4,000代",0
1998-06-05,1,5,SLG,Jウィング,ディノブリーダー2,"￥4,800","￥5,000代",0
1998-06-19,1,6,SLG,アスキー,ミニ四駆GBLet's＆Go！！オールスターバトルMAX,"￥4,800","￥5,000代",0
1998-06-19,1,5,PZL,カルチャーブレーン,忍たま乱太郎GB絵あわせチャレンジパズル,"￥3,980","￥4,000代",0
1998-06-26,1,4,ETC,イマジニア,合格ボーイシリーズ■いアタマを●くする。数字で遊ぼう算数編,"￥2,480","￥2,500代",0
1998-06-26,1,4,SLG,バンプレスト,いつでも！にゃんとワンダフル,"￥3,980","￥4,000代",0
1998-06-26,1,5,SLG,アイマックス,日刊べるとも倶楽部,"￥4,500","￥4,500代",0
1998-06-26,1,5,SPT,Jウィング,日本代表フランスでがんばれ！Jリーグサポーターサッカー,"￥5,500","￥5,500代",0
1998-07-02,1,5,TBL,コナミ,高気圧ボーイ,"￥3,980","￥4,000代",0
1998-07-10,1,4,ETC,イマジニア,合格ボーイシリーズ99年度版英単語センター1500,"￥2,480","￥2,500代",0
1998-07-10,1,5,TBL,Jウィング,GO！GO！ヒッチハイク,"￥4,800","￥5,000代",0
1998-07-10,1,6,RPG,パック・イン・ソフト,海のぬし釣り2,"￥3,600","￥3,500代",0
1998-07-17,1,5,RPG,スターフィッシュ,化石創世リボーン,"￥3,980","￥4,000代",0
1998-07-24,1,5,SPT,バンダイ,グランダー武蔵RV,"￥5,800","￥6,000代",0
1998-07-24,1,5,ETC,トミー,東京ディズニーランドファンタジーツアー,"￥4,200","￥4,000代",0
1998-07-24,1,5,SPT,スターフィッシュ,爆釣列伝翔～ハイパーバスフィッシング～,"￥3,980","￥4,000代",0
1998-07-24,1,5,ETC,バンダイ,魚群探知機ポケットソナー,"￥14,800","￥15,000代",0
1998-07-31,1,3,PZL,アクレイムジャパン,ブレインドレイン,"￥3,500","￥3,500代",0
1998-07-31,1,5,TBL,ジャレコ,早押しクイズ～王座決定戦～,"￥3,980","￥4,000代",0
1998-07-31,1,5,TBL,ハドソン,桃太郎電鉄jr.全国ラーメンめぐりの旅,"￥3,980","￥4,000代",0
1998-08-06,1,4,PZL,サンソフト,上海Pocket,"￥3,980","￥4,000代",0
1998-08-07,1,4,ACT,スターフィッシュ,テュロック～バイオノザウルスの戦い～,"￥3,980","￥4,000代",0
1998-08-07,1,5,SLG,バンプレスト,超魔神英雄伝ワタルまぜっこモンスター2,"￥3,980","￥4,000代",0
1998-08-07,1,4,ADV,バンダイ,名探偵コナン疑惑の豪華列車,"￥3,980","￥4,000代",0
1998-08-09,1,5,SLG,ハドソン,ポケットファミリーGB,"￥3,980","￥4,000代",0
1998-08-28,1,5,SLG,Jウィング,昆虫博士,"￥4,800","￥5,000代",0
1998-09-11,1,4,TBL,ボトムアップ,ポケット将棋,"￥3,980","￥4,000代",0
1998-09-11,1,6,FTG,アクレイムジャパン,モータルコンバット＆モータルコンバット2,"￥3,980","￥4,000代",0
1998-09-11,1,5,RPG,Jウィング,釣り先生,"￥4,800","￥5,000代",0
1998-09-12,1,6,RPG,任天堂,ポケットモンスターピカチュウ,"￥3,000","￥3,000代",316
1998-09-18,1,5,ACT,ハドソン,超速スピナー,"￥4,500","￥4,500代",0
1998-09-25,2,7,RPG,エニックス,ドラゴンクエストモンスターズテリーのワンダーランド,"￥4,900","￥5,000代",235
1998-09-25,1,3,SPT,ボトムアップ,ポケットゴルフ,"￥3,980","￥4,000代",0
1998-10-02,1,5,RPG,コーエー,もんすたあ★レースおかわり,"￥3,980","￥4,000代",0
1998-10-15,1,5,RPG,コナミ,爆釣リトリーブマスター,"￥3,980","￥4,000代",0
1998-10-16,1,5,SLG,キングレコード,新競馬貴族ポケットジョッキー,"￥5,800","￥6,000代",0
1998-10-21,2,6,TBL,NECインターチャネル,グローカルヘキサイト,"￥3,980","￥4,000代",0
1998-10-21,2,5,PZL,任天堂,テトリスデラックス,"￥3,500","￥3,500代",0
1998-10-21,2,7,ACT,任天堂,ワリオランド2盗まれた財宝,"￥3,500","￥3,500代",0
1998-10-23,2,5,SPT,アテナ,ポケットボウリングGB,"￥3,800","￥4,000代",0
1998-10-30,1,5,SLG,ココナッツジャパンエンターテイメント,ポケット電車,"￥3,980","￥4,000代",0
1998-11-06,1,2,TBL,アイマックス,詰め将棋廉価版,"￥4,200","￥4,000代",0
1998-11-13,2,6,TBL,童,本格将棋将棋王,"￥3,980","￥4,000代",0
1998-11-20,2,6,SLG,ハドソン,ゲームボーイウォーズ2,"￥4,200","￥4,000代",0
1998-11-27,2,6,RPG,イマジニア,サンリオタイムネット過去編,"￥3,500","￥3,500代",0
1998-11-27,2,6,RPG,イマジニア,サンリオタイムネット未来編,"￥3,500","￥3,500代",0
1998-11-27,2,6,SPT,スターフィッシュ,スーパーブラックバスポケット3スターフィッシュ釣り,"￥3,980","￥4,000代",0
1998-11-27,1,4,ETC,エポック社,ドラえもんのGAMEBOYであそぼうよデラックス10,"￥3,800","￥4,000代",0
1998-11-27,2,6,PZL,コンパイル,ぽけっとぷよぷよSUN,"￥3,980","￥4,000代",0
1998-11-27,1,5,FTG,カプコン,激闘パワーモデラー,"￥3,980","￥4,000代",0
1998-12-04,2,6,RPG,ハドソン,ロボットポンコッツ(星バージョン),"￥3,980","￥4,000代",0
1998-12-04,2,6,RPG,ハドソン,ロボットポンコッツ(太陽バージョン),"￥3,980","￥4,000代",0
1998-12-11,2,6,ACT,スターフィッシュ,カラムー町は大さわぎ！～ポリンキーズとおかしな仲間たち～,"￥3,980","￥4,000代",0
1998-12-11,2,6,TBL,ハズブロージャパン,ゲームボーイモノポリー,"￥3,980","￥4,000代",0
1998-12-11,2,6,RPG,タム,バーコード対戦バーディガン,"￥5,500","￥5,500代",0
1998-12-11,2,6,TBL,トミー,ロードス島戦記-英雄騎士伝-,"￥3,980","￥4,000代",0
1998-12-12,2,6,RPG,任天堂,ゼルダの伝説夢をみる島DX,"￥3,500","￥3,500代",0
1998-12-12,2,6,ETC,イマジニア,フェアリーキティの開運辞典～妖精の国の占い修行～,"￥3,980","￥4,000代",0
1998-12-17,1,6,TBL,コナミ,遊戯王デュエルモンスターズ,"￥4,300","￥4,500代",161
1998-12-18,2,3,ACT,ボトムアップ,ポケットカラーブロック,"￥3,980","￥4,000代",0
1998-12-18,2,3,RAC,ポニーキャニオン,ザ・首都高レーシング,"￥3,980","￥4,000代",0
1998-12-18,1,6,ETC,アトラス,プリクラポケット3～タレントデビュー大作戦,"￥3,980","￥4,000代",0
1998-12-18,2,6,TBL,任天堂,ポケモンカードGB,"￥3,500","￥3,500代",139
1998-12-23,2,6,TBL,Jウィング,麻雀クエスト,"￥3,980","￥4,000代",0
1998-12-24,2,6,RPG,ハドソン,ボンバーマンクエスト,"￥3,800","￥4,000代",0
1998-12-25,1,4,ETC,イマジニア,合格ボーイシリーズ「読み解き古文単語」準拠Z会<例文で覚える>究極の古文単語～古文知識・文法基礎入り～,"￥2,000","￥2,000代",0
1998-12-25,1,3,TBL,ギャップス,小島武夫・灘麻太郎の実践麻雀教室,"￥3,800","￥4,000代",0
1999-01-01,2,6,RPG,タムソフト,バーディガンライトバージョン限定スペシャルBOX！,?,#VALUE!,0
1999-01-14,2,6,RPG,コナミ,がんばれゴエモン天狗党の逆襲,"￥4,300","￥4,500代",0
1999-01-28,1,6,ETC,BOSSコミュニケーションズ,PachinkoDataCardちょ～あたる君,"￥4,980","￥5,000代",0
1999-01-29,2,6,RPG,メディアファクトリー,Bビーダマン爆外伝～ビクトリーへのみち～,"￥3,980","￥4,000代",0
1999-01-29,2,6,ACT,ケムコ,バックスバニークレイジーキャッスル3,"￥3,980","￥4,000代",0
1999-02-11,2,8,SLG,コナミ,ときめきメモリアルPOCKETカルチャー編～木漏れ日のメロディ～,"￥4,300","￥4,500代",0
